id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
SE;SUDESTE;2025-06-04 14:00:00;46482.941
N;NORTE;2025-06-04 15:00:00;9055.382
NE;NORDESTE;2025-06-04 15:00:00;14025.98999999
S;SUL;2025-06-04 15:00:00;14750.857
SE;SUDESTE;2025-06-04 15:00:00;47296.283
N;NORTE;2025-06-04 16:00:00;8886.94799999
NE;NORDESTE;2025-06-04 16:00:00;13990.315
S;SUL;2025-06-04 16:00:00;15342.338
SE;SUDESTE;2025-06-04 16:00:00;48665.94499999
N;NORTE;2025-06-04 17:00:00;8576.028
NE;NORDESTE;2025-06-04 17:00:00;14069.43
S;SUL;2025-06-04 17:00:00;15914.922
SE;SUDESTE;2025-06-04 17:00:00;50046.00199999
N;NORTE;2025-06-04 18:00:00;8383.329
NE;NORDESTE;2025-06-04 18:00:00;14409.46199999
S;SUL;2025-06-04 18:00:00;16901.48699999
SE;SUDESTE;2025-06-04 18:00:00;52531.58199999
N;NORTE;2025-06-04 19:00:00;8511.45
NE;NORDESTE;2025-06-04 19:00:00;14172.19
S;SUL;2025-06-04 19:00:00;16384.098
SE;SUDESTE;2025-06-04 19:00:00;51658.236
N;NORTE;2025-06-04 20:00:00;8567.475
NE;NORDESTE;2025-06-04 20:00:00;13978.877
S;SUL;2025-06-04 20:00:00;15564.125
SE;SUDESTE;2025-06-04 20:00:00;50523.279
N;NORTE;2025-06-04 21:00:00;8723.072
NE;NORDESTE;2025-06-04 21:00:00;14345.70399999
S;SUL;2025-06-04 21:00:00;14766.312
SE;SUDESTE;2025-06-04 21:00:00;49173.59799999
N;NORTE;2025-06-04 22:00:00;8685.882
NE;NORDESTE;2025-06-04 22:00:00;14319.838
S;SUL;2025-06-04 22:00:00;13620.534
SE;SUDESTE;2025-06-04 22:00:00;46381.116
N;NORTE;2025-06-04 23:00:00;8793.838
NE;NORDESTE;2025-06-04 23:00:00;13873.80599999
S;SUL;2025-06-04 23:00:00;12117.985
SE;SUDESTE;2025-06-04 23:00:00;42942.867
N;NORTE;2025-06-05 00:00:00;8608.93
NE;NORDESTE;2025-06-05 00:00:00;13365.34199999
S;SUL;2025-06-05 00:00:00;11026.107
SE;SUDESTE;2025-06-05 00:00:00;39710.837
N;NORTE;2025-06-05 01:00:00;8375.881
NE;NORDESTE;2025-06-05 01:00:00;12927.04299999
S;SUL;2025-06-05 01:00:00;10312.658
SE;SUDESTE;2025-06-05 01:00:00;37509.89099999
N;NORTE;2025-06-05 02:00:00;8141.20899999
NE;NORDESTE;2025-06-05 02:00:00;12714.53499999
S;SUL;2025-06-05 02:00:00;9957.759
SE;SUDESTE;2025-06-05 02:00:00;36318.257
N;NORTE;2025-06-05 03:00:00;8019.216
NE;NORDESTE;2025-06-05 03:00:00;12467.55199999
S;SUL;2025-06-05 03:00:00;9829.399
SE;SUDESTE;2025-06-05 03:00:00;35730.912
N;NORTE;2025-06-05 04:00:00;7893.992
NE;NORDESTE;2025-06-05 04:00:00;12382.23499999
S;SUL;2025-06-05 04:00:00;9940.883
SE;SUDESTE;2025-06-05 04:00:00;36072.707
N;NORTE;2025-06-05 05:00:00;7743.536
NE;NORDESTE;2025-06-05 05:00:00;12292.005
S;SUL;2025-06-05 05:00:00;10704.718
SE;SUDESTE;2025-06-05 05:00:00;38191.153
N;NORTE;2025-06-05 06:00:00;7515.597
NE;NORDESTE;2025-06-05 06:00:00;12136.813
S;SUL;2025-06-05 06:00:00;12357.951
SE;SUDESTE;2025-06-05 06:00:00;41273.267
N;NORTE;2025-06-05 07:00:00;7683.81599999
NE;NORDESTE;2025-06-05 07:00:00;12481.563
S;SUL;2025-06-05 07:00:00;13963.597
SE;SUDESTE;2025-06-05 07:00:00;43467.19899999
N;NORTE;2025-06-05 08:00:00;7973.428
NE;NORDESTE;2025-06-05 08:00:00;13119.22
S;SUL;2025-06-05 08:00:00;15033.415
SE;SUDESTE;2025-06-05 08:00:00;45079.539
N;NORTE;2025-06-05 09:00:00;8239.04099999
NE;NORDESTE;2025-06-05 09:00:00;13353.985
S;SUL;2025-06-05 09:00:00;15315.574
SE;SUDESTE;2025-06-05 09:00:00;45640.451
N;NORTE;2025-06-05 10:00:00;8440.56
NE;NORDESTE;2025-06-05 10:00:00;13519.541
S;SUL;2025-06-05 10:00:00;15535.36899999
SE;SUDESTE;2025-06-05 10:00:00;46314.18199999
N;NORTE;2025-06-05 11:00:00;8620.484
NE;NORDESTE;2025-06-05 11:00:00;13385.57
S;SUL;2025-06-05 11:00:00;15436.02799999
SE;SUDESTE;2025-06-05 11:00:00;46670.349
N;NORTE;2025-06-05 12:00:00;8582.712
NE;NORDESTE;2025-06-05 12:00:00;13099.991
S;SUL;2025-06-05 12:00:00;14021.108
SE;SUDESTE;2025-06-05 12:00:00;46302.492
N;NORTE;2025-06-05 13:00:00;8715.16999999
NE;NORDESTE;2025-06-05 13:00:00;13334.01499999
S;SUL;2025-06-05 13:00:00;14209.471
SE;SUDESTE;2025-06-05 13:00:00;47142.989
N;NORTE;2025-06-05 14:00:00;9007.67699999
NE;NORDESTE;2025-06-05 14:00:00;13731.48
S;SUL;2025-06-05 14:00:00;14309.95
SE;SUDESTE;2025-06-05 14:00:00;48309.74399999
N;NORTE;2025-06-05 15:00:00;9063.232
NE;NORDESTE;2025-06-05 15:00:00;14039.443
S;SUL;2025-06-05 15:00:00;14377.12699999
SE;SUDESTE;2025-06-05 15:00:00;49068.055
N;NORTE;2025-06-05 16:00:00;8917.85399999
NE;NORDESTE;2025-06-05 16:00:00;14297.30099999
S;SUL;2025-06-05 16:00:00;14691.27
SE;SUDESTE;2025-06-05 16:00:00;49707.62799999
N;NORTE;2025-06-05 17:00:00;8581.48499999
NE;NORDESTE;2025-06-05 17:00:00;14244.069
S;SUL;2025-06-05 17:00:00;15178.05999999
SE;SUDESTE;2025-06-05 17:00:00;50127.948
N;NORTE;2025-06-05 18:00:00;8438.331
NE;NORDESTE;2025-06-05 18:00:00;14605.122
S;SUL;2025-06-05 18:00:00;16019.873
SE;SUDESTE;2025-06-05 18:00:00;51990.886
N;NORTE;2025-06-05 19:00:00;8627.944
NE;NORDESTE;2025-06-05 19:00:00;14412.412
S;SUL;2025-06-05 19:00:00;15635.175
SE;SUDESTE;2025-06-05 19:00:00;51065.947
N;NORTE;2025-06-05 20:00:00;8559.36499999
NE;NORDESTE;2025-06-05 20:00:00;14248.954
S;SUL;2025-06-05 20:00:00;14612.662
SE;SUDESTE;2025-06-05 20:00:00;49503.443
N;NORTE;2025-06-05 21:00:00;8870.706
NE;NORDESTE;2025-06-05 21:00:00;14501.05299999
S;SUL;2025-06-05 21:00:00;13973.635
SE;SUDESTE;2025-06-05 21:00:00;48263.552
N;NORTE;2025-06-05 22:00:00;8952.742
NE;NORDESTE;2025-06-05 22:00:00;14364.118
S;SUL;2025-06-05 22:00:00;12986.31499999
SE;SUDESTE;2025-06-05 22:00:00;45840.728
N;NORTE;2025-06-05 23:00:00;8883.08599999
NE;NORDESTE;2025-06-05 23:00:00;13921.87
S;SUL;2025-06-05 23:00:00;11541.84199999
SE;SUDESTE;2025-06-05 23:00:00;42574.81599999
N;NORTE;2025-06-06 00:00:00;8695.67
NE;NORDESTE;2025-06-06 00:00:00;13518.283
S;SUL;2025-06-06 00:00:00;10628.801
SE;SUDESTE;2025-06-06 00:00:00;39750.816
N;NORTE;2025-06-06 01:00:00;8476.265
NE;NORDESTE;2025-06-06 01:00:00;13099.129
S;SUL;2025-06-06 01:00:00;9909.681
SE;SUDESTE;2025-06-06 01:00:00;37770.784
N;NORTE;2025-06-06 02:00:00;8244.75399999
NE;NORDESTE;2025-06-06 02:00:00;12798.405
S;SUL;2025-06-06 02:00:00;9470.018
SE;SUDESTE;2025-06-06 02:00:00;36491.431
N;NORTE;2025-06-06 03:00:00;8068.69299999
NE;NORDESTE;2025-06-06 03:00:00;12507.14
S;SUL;2025-06-06 03:00:00;9366.072
SE;SUDESTE;2025-06-06 03:00:00;36109.992
N;NORTE;2025-06-06 04:00:00;7933.92199999
NE;NORDESTE;2025-06-06 04:00:00;12435.67
S;SUL;2025-06-06 04:00:00;9555.009
SE;SUDESTE;2025-06-06 04:00:00;36360.64999999
N;NORTE;2025-06-06 05:00:00;7816.407
NE;NORDESTE;2025-06-06 05:00:00;12317.703
S;SUL;2025-06-06 05:00:00;10356.149
SE;SUDESTE;2025-06-06 05:00:00;38544.622
N;NORTE;2025-06-06 06:00:00;7566.819
NE;NORDESTE;2025-06-06 06:00:00;12368.951
S;SUL;2025-06-06 06:00:00;12098.467
SE;SUDESTE;2025-06-06 06:00:00;41890.111
N;NORTE;2025-06-06 07:00:00;7649.732
NE;NORDESTE;2025-06-06 07:00:00;12665.14199999
S;SUL;2025-06-06 07:00:00;13650.652
SE;SUDESTE;2025-06-06 07:00:00;43896.368
N;NORTE;2025-06-06 08:00:00;8072.502
NE;NORDESTE;2025-06-06 08:00:00;13043.361
S;SUL;2025-06-06 08:00:00;14650.233
SE;SUDESTE;2025-06-06 08:00:00;45338.57099999
N;NORTE;2025-06-06 09:00:00;8325.631
NE;NORDESTE;2025-06-06 09:00:00;13235.92099999
S;SUL;2025-06-06 09:00:00;14822.23999999
SE;SUDESTE;2025-06-06 09:00:00;45879.052
N;NORTE;2025-06-06 10:00:00;8535.991
NE;NORDESTE;2025-06-06 10:00:00;13264.96599999
S;SUL;2025-06-06 10:00:00;14921.46499999
SE;SUDESTE;2025-06-06 10:00:00;46644.344
N;NORTE;2025-06-06 11:00:00;8594.878
NE;NORDESTE;2025-06-06 11:00:00;13466.578
S;SUL;2025-06-06 11:00:00;14612.835
SE;SUDESTE;2025-06-06 11:00:00;46989.99299999
N;NORTE;2025-06-06 12:00:00;8654.17
NE;NORDESTE;2025-06-06 12:00:00;13191.186
S;SUL;2025-06-06 12:00:00;13296.187
SE;SUDESTE;2025-06-06 12:00:00;46247.912
N;NORTE;2025-06-06 13:00:00;8863.42999999
NE;NORDESTE;2025-06-06 13:00:00;13395.06799999
S;SUL;2025-06-06 13:00:00;13821.294
SE;SUDESTE;2025-06-06 13:00:00;47140.344
N;NORTE;2025-06-06 14:00:00;9075.263
NE;NORDESTE;2025-06-06 14:00:00;13587.332
S;SUL;2025-06-06 14:00:00;13994.834
SE;SUDESTE;2025-06-06 14:00:00;47960.985
N;NORTE;2025-06-06 15:00:00;8968.128
NE;NORDESTE;2025-06-06 15:00:00;13691.16699999
S;SUL;2025-06-06 15:00:00;14057.603
SE;SUDESTE;2025-06-06 15:00:00;47857.221
N;NORTE;2025-06-06 16:00:00;8872.761
NE;NORDESTE;2025-06-06 16:00:00;13984.531
S;SUL;2025-06-06 16:00:00;14442.585
SE;SUDESTE;2025-06-06 16:00:00;48354.459
N;NORTE;2025-06-06 17:00:00;8550.76399999
NE;NORDESTE;2025-06-06 17:00:00;14336.209
S;SUL;2025-06-06 17:00:00;15132.646
SE;SUDESTE;2025-06-06 17:00:00;49863.022
N;NORTE;2025-06-06 18:00:00;8433.21099999
NE;NORDESTE;2025-06-06 18:00:00;14511.891
S;SUL;2025-06-06 18:00:00;16140.581
SE;SUDESTE;2025-06-06 18:00:00;51729.45299999
N;NORTE;2025-06-06 19:00:00;8580.17299999
NE;NORDESTE;2025-06-06 19:00:00;14167.552
S;SUL;2025-06-06 19:00:00;15650.782
SE;SUDESTE;2025-06-06 19:00:00;50600.871
N;NORTE;2025-06-06 20:00:00;8633.581
NE;NORDESTE;2025-06-06 20:00:00;13992.642
S;SUL;2025-06-06 20:00:00;14787.84
SE;SUDESTE;2025-06-06 20:00:00;49206.138
N;NORTE;2025-06-06 21:00:00;8715.01399999
NE;NORDESTE;2025-06-06 21:00:00;14251.003
S;SUL;2025-06-06 21:00:00;14232.662
SE;SUDESTE;2025-06-06 21:00:00;47802.826
N;NORTE;2025-06-06 22:00:00;8778.958
NE;NORDESTE;2025-06-06 22:00:00;14219.93799999
S;SUL;2025-06-06 22:00:00;13382.426
SE;SUDESTE;2025-06-06 22:00:00;45626.35299999
N;NORTE;2025-06-06 23:00:00;8734.96799999
NE;NORDESTE;2025-06-06 23:00:00;13874.09599999
S;SUL;2025-06-06 23:00:00;12159.817
SE;SUDESTE;2025-06-06 23:00:00;43089.086
N;NORTE;2025-06-07 00:00:00;8540.69899999
NE;NORDESTE;2025-06-07 00:00:00;13524.536
S;SUL;2025-06-07 00:00:00;11001.27899999
SE;SUDESTE;2025-06-07 00:00:00;40468.77999999
N;NORTE;2025-06-07 01:00:00;8383.028
NE;NORDESTE;2025-06-07 01:00:00;13123.146
S;SUL;2025-06-07 01:00:00;10235.055
SE;SUDESTE;2025-06-07 01:00:00;38133.678
N;NORTE;2025-06-07 02:00:00;8196.07699999
NE;NORDESTE;2025-06-07 02:00:00;12846.354
S;SUL;2025-06-07 02:00:00;9606.236
SE;SUDESTE;2025-06-07 02:00:00;36683.151
N;NORTE;2025-06-07 03:00:00;8078.193
NE;NORDESTE;2025-06-07 03:00:00;12673.149
S;SUL;2025-06-07 03:00:00;9378.217
SE;SUDESTE;2025-06-07 03:00:00;36024.27
N;NORTE;2025-06-07 04:00:00;7984.56899999
NE;NORDESTE;2025-06-07 04:00:00;12566.972
S;SUL;2025-06-07 04:00:00;9345.449
SE;SUDESTE;2025-06-07 04:00:00;35852.947
N;NORTE;2025-06-07 05:00:00;7902.722
NE;NORDESTE;2025-06-07 05:00:00;12140.56
S;SUL;2025-06-07 05:00:00;9537.90399999
SE;SUDESTE;2025-06-07 05:00:00;36538.986
N;NORTE;2025-06-07 06:00:00;7627.73599999
NE;NORDESTE;2025-06-07 06:00:00;11974.381
S;SUL;2025-06-07 06:00:00;10148.20699999
SE;SUDESTE;2025-06-07 06:00:00;37657.41999999
N;NORTE;2025-06-07 07:00:00;7491.592
NE;NORDESTE;2025-06-07 07:00:00;12119.543
S;SUL;2025-06-07 07:00:00;10969.00799999
SE;SUDESTE;2025-06-07 07:00:00;39170.37
N;NORTE;2025-06-07 08:00:00;7519.396
NE;NORDESTE;2025-06-07 08:00:00;12325.95
S;SUL;2025-06-07 08:00:00;11929.752
SE;SUDESTE;2025-06-07 08:00:00;40998.18699999
N;NORTE;2025-06-07 09:00:00;7623.379
NE;NORDESTE;2025-06-07 09:00:00;12381.89099999
S;SUL;2025-06-07 09:00:00;12377.037
SE;SUDESTE;2025-06-07 09:00:00;41900.45699999
N;NORTE;2025-06-07 10:00:00;7801.752
NE;NORDESTE;2025-06-07 10:00:00;12383.927
S;SUL;2025-06-07 10:00:00;12581.33299999
SE;SUDESTE;2025-06-07 10:00:00;42410.78699999
N;NORTE;2025-06-07 11:00:00;7923.594
NE;NORDESTE;2025-06-07 11:00:00;12100.05699999
S;SUL;2025-06-07 11:00:00;12558.213
SE;SUDESTE;2025-06-07 11:00:00;42892.65699999
N;NORTE;2025-06-07 12:00:00;7993.297
NE;NORDESTE;2025-06-07 12:00:00;11825.807
S;SUL;2025-06-07 12:00:00;11987.035
SE;SUDESTE;2025-06-07 12:00:00;42842.78
N;NORTE;2025-06-07 13:00:00;8100.576
NE;NORDESTE;2025-06-07 13:00:00;11768.855
S;SUL;2025-06-07 13:00:00;11561.82399999
SE;SUDESTE;2025-06-07 13:00:00;42521.284
N;NORTE;2025-06-07 14:00:00;8242.48199999
NE;NORDESTE;2025-06-07 14:00:00;11884.51
S;SUL;2025-06-07 14:00:00;11380.614
SE;SUDESTE;2025-06-07 14:00:00;41915.451
N;NORTE;2025-06-07 15:00:00;8302.144
NE;NORDESTE;2025-06-07 15:00:00;12037.63599999
S;SUL;2025-06-07 15:00:00;11539.304
SE;SUDESTE;2025-06-07 15:00:00;42054.976
N;NORTE;2025-06-07 16:00:00;8257.09199999
NE;NORDESTE;2025-06-07 16:00:00;12578.202
S;SUL;2025-06-07 16:00:00;12219.628
SE;SUDESTE;2025-06-07 16:00:00;43164.998
N;NORTE;2025-06-07 17:00:00;8156.178
NE;NORDESTE;2025-06-07 17:00:00;13665.29899999
S;SUL;2025-06-07 17:00:00;13518.758
SE;SUDESTE;2025-06-07 17:00:00;46553.29799999
N;NORTE;2025-06-07 18:00:00;8422.958
NE;NORDESTE;2025-06-07 18:00:00;14517.40899999
S;SUL;2025-06-07 18:00:00;14648.499
SE;SUDESTE;2025-06-07 18:00:00;49506.18599999
N;NORTE;2025-06-07 19:00:00;8551.67
NE;NORDESTE;2025-06-07 19:00:00;14317.653
S;SUL;2025-06-07 19:00:00;13879.599
SE;SUDESTE;2025-06-07 19:00:00;47752.78
N;NORTE;2025-06-07 20:00:00;8477.367
NE;NORDESTE;2025-06-07 20:00:00;14070.81099999
S;SUL;2025-06-07 20:00:00;12973.892
SE;SUDESTE;2025-06-07 20:00:00;45748.144
N;NORTE;2025-06-07 21:00:00;8575.51899999
NE;NORDESTE;2025-06-07 21:00:00;14036.71699999
S;SUL;2025-06-07 21:00:00;12263.711
SE;SUDESTE;2025-06-07 21:00:00;43995.945
N;NORTE;2025-06-07 22:00:00;8614.152
NE;NORDESTE;2025-06-07 22:00:00;13871.351
S;SUL;2025-06-07 22:00:00;11405.637
SE;SUDESTE;2025-06-07 22:00:00;41875.539
N;NORTE;2025-06-07 23:00:00;8558.32
NE;NORDESTE;2025-06-07 23:00:00;13567.02599999
S;SUL;2025-06-07 23:00:00;10459.218
SE;SUDESTE;2025-06-07 23:00:00;39705.597
N;NORTE;2025-06-08 00:00:00;8429.93899999
NE;NORDESTE;2025-06-08 00:00:00;13230.756
S;SUL;2025-06-08 00:00:00;9547.483
SE;SUDESTE;2025-06-08 00:00:00;37488.804
N;NORTE;2025-06-08 01:00:00;8224.677
NE;NORDESTE;2025-06-08 01:00:00;12811.085
S;SUL;2025-06-08 01:00:00;8815.10099999
SE;SUDESTE;2025-06-08 01:00:00;35564.522
N;NORTE;2025-06-08 02:00:00;8080.716
NE;NORDESTE;2025-06-08 02:00:00;12510.547
S;SUL;2025-06-08 02:00:00;8337.634
SE;SUDESTE;2025-06-08 02:00:00;34139.11099999
N;NORTE;2025-06-08 03:00:00;7942.221
NE;NORDESTE;2025-06-08 03:00:00;12299.93999999
S;SUL;2025-06-08 03:00:00;8082.07099999
SE;SUDESTE;2025-06-08 03:00:00;33376.96099999
N;NORTE;2025-06-08 04:00:00;7786.627
NE;NORDESTE;2025-06-08 04:00:00;12106.63699999
S;SUL;2025-06-08 04:00:00;7945.922
SE;SUDESTE;2025-06-08 04:00:00;33009.63399999
N;NORTE;2025-06-08 05:00:00;7684.958
NE;NORDESTE;2025-06-08 05:00:00;11736.09999999
S;SUL;2025-06-08 05:00:00;7983.25999999
SE;SUDESTE;2025-06-08 05:00:00;33169.504
N;NORTE;2025-06-08 06:00:00;7466.261
NE;NORDESTE;2025-06-08 06:00:00;11296.684
S;SUL;2025-06-08 06:00:00;8196.761
SE;SUDESTE;2025-06-08 06:00:00;33381.52099999
N;NORTE;2025-06-08 07:00:00;7309.274
NE;NORDESTE;2025-06-08 07:00:00;11016.31399999
S;SUL;2025-06-08 07:00:00;8471.191
SE;SUDESTE;2025-06-08 07:00:00;33835.967
N;NORTE;2025-06-08 08:00:00;7266.507
NE;NORDESTE;2025-06-08 08:00:00;10725.25
S;SUL;2025-06-08 08:00:00;9156.36299999
SE;SUDESTE;2025-06-08 08:00:00;34967.35499999
N;NORTE;2025-06-08 09:00:00;7237.369
NE;NORDESTE;2025-06-08 09:00:00;10402.02799999
S;SUL;2025-06-08 09:00:00;9872.29999999
SE;SUDESTE;2025-06-08 09:00:00;36215.101
N;NORTE;2025-06-08 10:00:00;7279.146
NE;NORDESTE;2025-06-08 10:00:00;10309.931
S;SUL;2025-06-08 10:00:00;10566.796
SE;SUDESTE;2025-06-08 10:00:00;37666.311
N;NORTE;2025-06-08 11:00:00;7334.052
NE;NORDESTE;2025-06-08 11:00:00;10523.057
S;SUL;2025-06-08 11:00:00;10978.399
SE;SUDESTE;2025-06-08 11:00:00;38876.854
N;NORTE;2025-06-08 12:00:00;7314.86299999
NE;NORDESTE;2025-06-08 12:00:00;10497.72799999
S;SUL;2025-06-08 12:00:00;10473.948
SE;SUDESTE;2025-06-08 12:00:00;39139.603
N;NORTE;2025-06-08 13:00:00;7244.652
NE;NORDESTE;2025-06-08 13:00:00;10315.046
S;SUL;2025-06-08 13:00:00;9879.678
SE;SUDESTE;2025-06-08 13:00:00;38176.145
N;NORTE;2025-06-08 14:00:00;7318.44299999
NE;NORDESTE;2025-06-08 14:00:00;10448.534
S;SUL;2025-06-08 14:00:00;9491.041
SE;SUDESTE;2025-06-08 14:00:00;37232.85199999
N;NORTE;2025-06-08 15:00:00;7373.961
NE;NORDESTE;2025-06-08 15:00:00;10740.819
S;SUL;2025-06-08 15:00:00;9662.13799999
SE;SUDESTE;2025-06-08 15:00:00;37631.38499999
N;NORTE;2025-06-08 16:00:00;7395.116
NE;NORDESTE;2025-06-08 16:00:00;11379.28799999
S;SUL;2025-06-08 16:00:00;10359.83299999
SE;SUDESTE;2025-06-08 16:00:00;39214.23399999
N;NORTE;2025-06-08 17:00:00;7424.17899999
NE;NORDESTE;2025-06-08 17:00:00;12680.90199999
S;SUL;2025-06-08 17:00:00;12135.497
SE;SUDESTE;2025-06-08 17:00:00;43352.29799999
N;NORTE;2025-06-08 18:00:00;7795.961
NE;NORDESTE;2025-06-08 18:00:00;13685.559
S;SUL;2025-06-08 18:00:00;13698.872
SE;SUDESTE;2025-06-08 18:00:00;45977.482
N;NORTE;2025-06-08 19:00:00;7987.366
NE;NORDESTE;2025-06-08 19:00:00;13529.077
S;SUL;2025-06-08 19:00:00;13479.86699999
SE;SUDESTE;2025-06-08 19:00:00;45565.731
N;NORTE;2025-06-08 20:00:00;8025.2
NE;NORDESTE;2025-06-08 20:00:00;13531.803
S;SUL;2025-06-08 20:00:00;12886.32
SE;SUDESTE;2025-06-08 20:00:00;44337.897
N;NORTE;2025-06-08 21:00:00;8175.10399999
NE;NORDESTE;2025-06-08 21:00:00;13735.67
S;SUL;2025-06-08 21:00:00;12270.291
SE;SUDESTE;2025-06-08 21:00:00;43043.75
N;NORTE;2025-06-08 22:00:00;8284.71799999
NE;NORDESTE;2025-06-08 22:00:00;13705.48299999
S;SUL;2025-06-08 22:00:00;11333.22399999
SE;SUDESTE;2025-06-08 22:00:00;41090.132
N;NORTE;2025-06-08 23:00:00;8328.682
NE;NORDESTE;2025-06-08 23:00:00;13302.345
S;SUL;2025-06-08 23:00:00;10318.63699999
SE;SUDESTE;2025-06-08 23:00:00;38666.642
N;NORTE;2025-06-09 00:00:00;8248.884
NE;NORDESTE;2025-06-09 00:00:00;12888.57199999
S;SUL;2025-06-09 00:00:00;9462.053
SE;SUDESTE;2025-06-09 00:00:00;36340.582
N;NORTE;2025-06-09 01:00:00;8073.446
NE;NORDESTE;2025-06-09 01:00:00;12540.856
S;SUL;2025-06-09 01:00:00;9009.283
SE;SUDESTE;2025-06-09 01:00:00;34776.151
N;NORTE;2025-06-09 02:00:00;7954.71
NE;NORDESTE;2025-06-09 02:00:00;12279.841
S;SUL;2025-06-09 02:00:00;8809.13799999
SE;SUDESTE;2025-06-09 02:00:00;33893.11799999
N;NORTE;2025-06-09 03:00:00;7799.62999999
NE;NORDESTE;2025-06-09 03:00:00;12079.262
S;SUL;2025-06-09 03:00:00;8827.984
SE;SUDESTE;2025-06-09 03:00:00;33674.604
N;NORTE;2025-06-09 04:00:00;7663.27899999
NE;NORDESTE;2025-06-09 04:00:00;11914.373
S;SUL;2025-06-09 04:00:00;9035.519
SE;SUDESTE;2025-06-09 04:00:00;34114.054
N;NORTE;2025-06-09 05:00:00;7608.63799999
NE;NORDESTE;2025-06-09 05:00:00;11816.66799999
S;SUL;2025-06-09 05:00:00;9982.37099999
SE;SUDESTE;2025-06-09 05:00:00;36387.38099999
N;NORTE;2025-06-09 06:00:00;7513.034
NE;NORDESTE;2025-06-09 06:00:00;11869.702
S;SUL;2025-06-09 06:00:00;11821.599
SE;SUDESTE;2025-06-09 06:00:00;39967.22999999
N;NORTE;2025-06-09 07:00:00;7601.151
NE;NORDESTE;2025-06-09 07:00:00;12431.352
S;SUL;2025-06-09 07:00:00;13422.169
SE;SUDESTE;2025-06-09 07:00:00;42337.86299999
N;NORTE;2025-06-09 08:00:00;7915.91599999
NE;NORDESTE;2025-06-09 08:00:00;12786.15
S;SUL;2025-06-09 08:00:00;14508.39499999
SE;SUDESTE;2025-06-09 08:00:00;44709.009
N;NORTE;2025-06-09 09:00:00;8143.654
NE;NORDESTE;2025-06-09 09:00:00;12779.531
S;SUL;2025-06-09 09:00:00;14867.951
SE;SUDESTE;2025-06-09 09:00:00;45898.133
N;NORTE;2025-06-09 10:00:00;8435.182
NE;NORDESTE;2025-06-09 10:00:00;12974.27399999
S;SUL;2025-06-09 10:00:00;15354.58799999
SE;SUDESTE;2025-06-09 10:00:00;46749.93999999
N;NORTE;2025-06-09 11:00:00;8592.329
NE;NORDESTE;2025-06-09 11:00:00;13212.115
S;SUL;2025-06-09 11:00:00;15611.54699999
SE;SUDESTE;2025-06-09 11:00:00;47027.123
N;NORTE;2025-06-09 12:00:00;8643.868
NE;NORDESTE;2025-06-09 12:00:00;12948.474
S;SUL;2025-06-09 12:00:00;14447.472
SE;SUDESTE;2025-06-09 12:00:00;45738.489
N;NORTE;2025-06-09 13:00:00;8920.081
NE;NORDESTE;2025-06-09 13:00:00;13254.39599999
S;SUL;2025-06-09 13:00:00;14519.079
SE;SUDESTE;2025-06-09 13:00:00;45839.632
N;NORTE;2025-06-09 14:00:00;9146.279
NE;NORDESTE;2025-06-09 14:00:00;13634.748
S;SUL;2025-06-09 14:00:00;14273.716
SE;SUDESTE;2025-06-09 14:00:00;46300.573
N;NORTE;2025-06-09 15:00:00;9032.128
NE;NORDESTE;2025-06-09 15:00:00;13793.817
S;SUL;2025-06-09 15:00:00;14178.47699999
SE;SUDESTE;2025-06-09 15:00:00;46493.622
N;NORTE;2025-06-09 16:00:00;8816.826
NE;NORDESTE;2025-06-09 16:00:00;14140.509
S;SUL;2025-06-09 16:00:00;14641.289
SE;SUDESTE;2025-06-09 16:00:00;47097.932
N;NORTE;2025-06-09 17:00:00;8369.31
NE;NORDESTE;2025-06-09 17:00:00;14140.134
S;SUL;2025-06-09 17:00:00;15597.285
SE;SUDESTE;2025-06-09 17:00:00;48331.82899999
N;NORTE;2025-06-09 18:00:00;8209.616
NE;NORDESTE;2025-06-09 18:00:00;14322.5
S;SUL;2025-06-09 18:00:00;16830.493
SE;SUDESTE;2025-06-09 18:00:00;50530.57699999
N;NORTE;2025-06-09 19:00:00;8308.80299999
NE;NORDESTE;2025-06-09 19:00:00;14096.863
S;SUL;2025-06-09 19:00:00;16737.45599999
SE;SUDESTE;2025-06-09 19:00:00;50240.058
N;NORTE;2025-06-09 20:00:00;8320.1
NE;NORDESTE;2025-06-09 20:00:00;13985.046
S;SUL;2025-06-09 20:00:00;16012.12
SE;SUDESTE;2025-06-09 20:00:00;49398.85899999
N;NORTE;2025-06-09 21:00:00;8516.81699999
NE;NORDESTE;2025-06-09 21:00:00;14307.64399999
S;SUL;2025-06-09 21:00:00;15155.239
SE;SUDESTE;2025-06-09 21:00:00;47803.7
N;NORTE;2025-06-09 22:00:00;8558.769
NE;NORDESTE;2025-06-09 22:00:00;14243.71099999
S;SUL;2025-06-09 22:00:00;13847.405
SE;SUDESTE;2025-06-09 22:00:00;44731.86599999
N;NORTE;2025-06-09 23:00:00;8487.536
NE;NORDESTE;2025-06-09 23:00:00;13775.629
S;SUL;2025-06-09 23:00:00;12285.499
SE;SUDESTE;2025-06-09 23:00:00;41411.00499999
N;NORTE;2025-06-10 00:00:00;8327.374
NE;NORDESTE;2025-06-10 00:00:00;13274.251
S;SUL;2025-06-10 00:00:00;11075.524
